COMMENT Column list: Type   Attribute   Date Created   Last Modified   Last Accessed   File size   FileName

COMMENT	
COMMENT	Computer: DESKTOP-VI4396B
COMMENT	User: Student
COMMENT	Prepared: 11:25 5/30/2020
COMMENT	Folder: C:\Users\Student\Documents\Personal\
COMMENT	Include Sub-Folders? Yes
COMMENT	
FOLDER	C:\Users\Student\Documents\Personal\	-------	4	0	0	0
FILE	---A----	4/16/2020 06:02	4/27/2020 11:16	4/27/2020 11:16	3,679	UiPath.Service-script.sql
FILE	---A---X	4/16/2020 06:21	4/27/2020 08:32	4/27/2020 08:32	3,658	xaml-file-script.cmd
FILE	---A----	4/16/2020 06:32	4/25/2020 18:16	4/25/2020 18:16	3,698	Microsoft.TeamFoundation.VersionControl.Common-script.txt
FILE	---A----	4/16/2020 06:41	4/30/2020 14:01	4/30/2020 14:01	3,845	UiPath.Studio.CommandLine.exe-script.sql
FILE	---A----	4/16/2020 07:12	4/24/2020 16:46	4/24/2020 16:46	3,694	AzureRM.MachineLearningCompute-script.ps
FILE	---A----	4/16/2020 07:22	5/29/2020 20:01	5/29/2020 20:01	3,801	System.Xml.XPath.XDocument-script.sql
FILE	---A----	4/16/2020 07:32	4/28/2020 02:16	4/28/2020 02:16	3,538	AzureRM.RedisCache-script.txt
FILE	---A----	4/16/2020 07:52	4/27/2020 00:31	4/27/2020 00:31	3,836	System.Xml.XmlSerializer-script.sql
FILE	---A----	4/16/2020 08:02	4/27/2020 19:32	4/27/2020 19:32	3,748	System.Runtime.Serialization.Formatters-script.sql
FILE	---A----	4/16/2020 08:32	5/8/2020 11:01	5/8/2020 11:01	3,664	AzureRM.EventGrid-script.ps
FILE	---A----	4/16/2020 08:52	5/10/2020 20:01	5/10/2020 20:01	3,749	ActiproSoftware.Themes.Office.Wpf-script.txt
FILE	---A----	4/16/2020 09:02	4/28/2020 12:32	4/28/2020 12:32	3,934	System.Globalization.Extensions-script.sql
FILE	---A----	4/16/2020 09:12	4/26/2020 02:02	4/26/2020 02:02	3,520	v8_context_snapshot-script.ps
FILE	---A----	4/16/2020 09:21	5/22/2020 08:01	5/22/2020 08:01	3,456	System.Threading.Overlapped-script.sql
FILE	---A----	4/16/2020 09:31	5/2/2020 23:01	5/2/2020 23:01	4,075	UiPath.ScaleCoordinates-script.sql
FILE	---A----	4/16/2020 09:41	4/23/2020 23:31	4/23/2020 23:31	3,776	System.Numerics.Vectors-script.sql
FILE	---A----	4/16/2020 10:01	5/29/2020 02:01	5/29/2020 02:01	4,245	System.Web.Http-script.sql
FILE	---A----	4/16/2020 10:20	4/23/2020 00:01	4/23/2020 00:01	3,933	Pester-script.txt
FILE	---A----	4/16/2020 11:01	4/27/2020 13:46	4/27/2020 13:46	4,166	AzureRM.Backup-script.ps
FILE	---A---X	4/16/2020 11:10	4/20/2020 08:51	4/21/2020 23:38	3,877	UiRobot-script.cmd
FILE	---A----	4/16/2020 11:20	5/10/2020 05:01	5/10/2020 05:01	3,675	UiPath.Studio.Shared-script.sql
FILE	---A----	4/16/2020 11:31	4/30/2020 17:01	4/30/2020 17:01	3,806	System.Security.Cryptography.Algorithms-script.sql
FILE	---A----	4/16/2020 11:50	4/20/2020 22:41	4/21/2020 23:38	3,815	UiPath.ActivityCompiler.CommandLine.exe-script.sql
FILE	---A----	4/16/2020 12:10	5/6/2020 17:01	5/6/2020 17:01	3,656	chrome.dll-script.ps
FILE	---A----	4/16/2020 12:31	4/24/2020 01:31	4/24/2020 01:31	3,838	AzureRM.DataLakeAnalytics-script.ps
FILE	---A----	4/16/2020 12:40	5/12/2020 20:01	5/12/2020 20:01	3,808	System.Resources.ResourceManager-script.sql
FILE	---A----	4/16/2020 13:01	4/27/2020 09:02	4/27/2020 09:02	4,113	UiPath.PackageExplorer.UI-script.sql
FILE	---A----	4/16/2020 13:11	5/27/2020 14:01	5/27/2020 14:01	3,339	UiPath.Executor.Core-script.sql
FILE	---A----	4/16/2020 13:31	4/16/2020 13:31	4/16/2020 13:31	3,543	DeltaCompressionDotNet.MsDelta-script.txt
FILE	---A----	4/16/2020 13:41	5/8/2020 17:01	5/8/2020 17:01	4,060	chrome_child.dll-script.ps
FILE	---A----	4/16/2020 13:51	4/21/2020 18:54	4/21/2020 18:54	3,789	AzureRM.LogicApp-script.ps
FILE	---A----	4/16/2020 14:01	5/17/2020 20:01	5/22/2020 08:38	3,389	ActiproSoftware.Docking.Wpf-script.txt
FILE	---A----	4/16/2020 14:11	5/25/2020 14:01	5/25/2020 14:01	3,887	AzureRM.Storage-script.txt
FILE	---A----	4/16/2020 14:31	4/20/2020 09:41	4/20/2020 09:41	3,877	natives_blob-script.ps
FILE	---A----	4/16/2020 14:51	4/22/2020 19:32	4/22/2020 19:32	3,936	System.Collections.Immutable-script.txt
FILE	---A----	4/16/2020 15:31	4/28/2020 07:01	4/28/2020 07:01	3,337	UiPath.Studio.Plugin.Workflow-script.sql
FILE	---A----	4/16/2020 15:41	5/24/2020 11:01	5/24/2020 11:01	3,429	System.Net.WebHeaderCollection-script.sql
FILE	---A----	4/16/2020 15:51	5/17/2020 23:01	5/22/2020 08:38	3,722	CommandLine-script.txt
FILE	---A----	4/16/2020 16:31	5/13/2020 23:01	5/13/2020 23:01	3,745	NuGet.Configuration-script.txt
FILE	---A----	4/16/2020 17:11	4/28/2020 02:46	4/28/2020 02:46	4,072	Mixpanel-script.txt
FILE	---A----	4/16/2020 17:31	4/25/2020 17:16	4/25/2020 17:16	4,084	lib-script.txt
FILE	---A----	4/16/2020 17:41	5/26/2020 02:01	5/26/2020 02:01	3,729	NuGet.Common-script.txt
FILE	---A----	4/16/2020 17:51	4/26/2020 00:01	4/26/2020 00:01	3,742	FontAwesome.WPF-script.txt
FILE	---A----	4/16/2020 18:21	4/27/2020 23:46	4/27/2020 23:46	3,673	AzureRM.Scheduler-script.txt
FILE	---A---X	4/16/2020 18:51	5/13/2020 05:02	5/13/2020 05:02	3,819	YamlDotNet-script.cmd
FILE	---A----	4/16/2020 20:01	5/2/2020 20:01	5/2/2020 20:01	3,874	System.Net.Security-script.sql
FILE	---A----	4/16/2020 20:31	4/26/2020 09:01	4/26/2020 09:01	4,419	ActiproSoftware.Editors.Interop.DataGrid.Wpf-script.txt
FILE	---A----	4/16/2020 20:41	5/13/2020 14:16	5/13/2020 14:16	3,460	Microsoft.WITDataStore32-script.txt
FILE	---A----	4/16/2020 20:51	5/22/2020 05:01	5/22/2020 08:38	4,208	UiPath.Executor-script.sql
FILE	---A----	4/16/2020 21:11	5/21/2020 23:01	5/21/2020 23:01	3,697	Azure-script.ps
FILE	---A----	4/16/2020 21:21	4/27/2020 20:16	4/27/2020 20:16	3,921	AzureRM.StreamAnalytics-script.txt
FILE	---A----	4/16/2020 21:31	5/28/2020 17:01	5/28/2020 17:01	3,590	AzureRM.RecoveryServices.SiteRecovery-script.txt
FILE	---A----	4/16/2020 21:41	4/17/2020 16:51	4/17/2020 16:51	3,584	chrome_200_percent-script.ps
FILE	---A----	4/16/2020 22:01	5/18/2020 11:01	5/22/2020 08:38	3,597	Microsoft.VisualStudio.Services.Common-script.txt
FILE	---A----	4/16/2020 22:21	4/24/2020 00:16	4/24/2020 00:16	4,263	Autofac-script.txt
FILE	---A---X	4/16/2020 22:31	4/28/2020 05:02	4/28/2020 05:02	3,840	x86-script.cmd
FILE	---A----	4/16/2020 22:51	4/25/2020 04:02	4/25/2020 04:02	4,324	NJsonSchema.Yaml-script.txt
FILE	---A----	4/16/2020 23:01	4/26/2020 20:32	4/26/2020 20:32	3,890	NuGet.Protocol-script.txt
FILE	---A----	4/16/2020 23:31	4/28/2020 05:16	4/28/2020 05:16	3,783	Microsoft.VisualStudio.Services.Client-script.txt
FILE	---A----	4/16/2020 23:51	4/28/2020 01:46	4/28/2020 01:46	3,889	AzureRM.KeyVault-script.ps
FILE	---A----	4/17/2020 00:21	4/28/2020 06:31	4/28/2020 06:31	3,757	AzureRM.NotificationHubs-script.txt
FILE	---A----	4/17/2020 00:31	4/18/2020 17:01	4/18/2020 17:01	3,877	chrome_100_percent-script.ps
FILE	---A----	4/17/2020 00:51	4/21/2020 00:21	4/21/2020 23:38	4,338	System.IO.FileSystem.DriveInfo-script.sql
FILE	---A----	4/17/2020 01:21	4/21/2020 11:51	4/21/2020 23:38	3,933	System.Reflection.Extensions-script.sql
FILE	---A----	4/17/2020 01:41	5/21/2020 02:01	5/22/2020 08:38	3,384	Nito.AsyncEx.Enlightenment-script.txt
FILE	---A----	4/17/2020 02:21	5/24/2020 17:01	5/24/2020 17:01	4,182	ActiproSoftware.Editors.Interop.Grids.Wpf-script.txt
FILE	---A----	4/17/2020 02:41	4/25/2020 20:46	4/25/2020 20:46	3,944	System.Drawing.Primitives-script.sql
FILE	---A----	4/17/2020 03:01	4/21/2020 17:55	4/21/2020 23:38	3,789	ActiproSoftware.Navigation.Wpf-script.txt
FILE	---A----	4/17/2020 03:11	4/24/2020 05:31	4/24/2020 05:31	3,970	AsyncEnumerable-script.txt
FILE	---A----	4/17/2020 03:20	4/26/2020 07:16	4/26/2020 07:16	3,659	UiPath.Studio-script.sql
FILE	---A----	4/17/2020 03:31	4/27/2020 21:16	4/27/2020 21:16	3,544	System.Reflection.Metadata-script.sql
FILE	---A----	4/17/2020 04:01	5/10/2020 11:01	5/10/2020 11:01	3,815	AzureRM.RecoveryServices.Backup-script.txt
FILE	---A----	4/17/2020 05:31	4/28/2020 13:46	4/28/2020 13:46	3,934	UiPath.Studio.Plugin.Git-script.sql
FILE	---A----	4/17/2020 06:01	5/9/2020 02:01	5/9/2020 02:01	3,946	chrome_elf-script.ps
FILE	---A----	4/17/2020 06:31	5/6/2020 23:01	5/6/2020 23:01	3,789	AzureRM.MarketplaceOrdering-script.ps
FILE	---A----	4/17/2020 07:01	4/28/2020 08:16	4/28/2020 08:16	3,934	Microsoft.TeamFoundation.WorkItemTracking.WebApi-script.txt
FILE	---A----	4/17/2020 07:11	4/24/2020 21:31	4/24/2020 21:31	3,973	AzureRM.IotHub-script.ps
FILE	---A----	4/17/2020 07:21	5/3/2020 17:01	5/3/2020 17:01	4,091	AzureRM.Resources-script.txt
FILE	---A----	4/17/2020 07:41	5/1/2020 14:01	5/1/2020 14:01	4,007	NuGet.Frameworks-script.txt
FILE	---A----	4/17/2020 07:51	5/2/2020 08:01	5/2/2020 08:01	3,677	GongSolutions.Wpf.DragDrop-script.txt
FILE	---A----	4/17/2020 08:11	5/3/2020 20:02	5/3/2020 20:02	3,405	UiPath.Explorer.Launcher.exe-script.sql
FILE	---A----	4/17/2020 08:31	5/7/2020 17:01	5/7/2020 17:01	3,902	Newtonsoft.Json-script.txt
FILE	---A----	4/17/2020 08:52	5/4/2020 05:01	5/4/2020 05:01	3,899	NDesk.Options-script.txt
FILE	---A----	4/17/2020 09:31	4/28/2020 09:46	4/28/2020 09:46	3,934	UiPath.Studio.Contracts-script.sql
FILE	---A----	4/17/2020 11:01	4/21/2020 16:32	4/21/2020 23:38	3,789	Microsoft.CodeAnalysis.Scripting-script.txt
FILE	---A----	4/17/2020 11:21	4/23/2020 09:31	4/23/2020 09:31	4,131	AzureRM.PowerBIEmbedded-script.txt
FILE	---A----	4/17/2020 11:31	4/17/2020 11:31	4/17/2020 11:31	3,419	System.Text.RegularExpressions-script.sql
FILE	---A----	4/17/2020 11:41	5/5/2020 23:01	5/5/2020 23:01	3,787	System.Collections.Specialized-script.txt
FILE	---A----	4/17/2020 11:51	5/20/2020 11:27	5/22/2020 08:38	3,725	System.Threading.Tasks-script.sql
FILE	---A----	4/17/2020 12:21	4/17/2020 12:21	4/17/2020 12:21	3,652	System.Globalization.Calendars-script.sql
FILE	---A----	4/17/2020 12:31	4/27/2020 22:16	4/27/2020 22:16	4,196	Microsoft.AspNetCore.Cryptography.KeyDerivation-script.txt
FILE	---A----	4/17/2020 13:01	4/26/2020 07:32	4/26/2020 07:32	3,280	System.Linq-script.sql
FILE	---A----	4/17/2020 13:11	4/26/2020 00:16	4/26/2020 00:16	3,847	AzureRM.ServiceFabric-script.txt
FILE	---A----	4/17/2020 13:31	4/26/2020 05:16	4/26/2020 05:16	3,841	NJsonSchema-script.txt
FILE	---A----	4/17/2020 14:31	5/14/2020 20:02	5/14/2020 20:02	3,948	AzureRM.Consumption-script.ps
FILE	---A----	4/17/2020 14:41	5/10/2020 17:01	5/10/2020 17:01	3,869	AzureRM.Cdn-script.ps
FILE	---A----	4/17/2020 14:51	4/28/2020 15:02	4/28/2020 15:02	3,934	Microsoft.TeamFoundation.Diff-script.txt
FILE	---A----	4/17/2020 15:31	5/12/2020 02:01	5/12/2020 02:01	4,241	UiPath.Service.Api-script.sql
FILE	---A----	4/17/2020 15:41	5/3/2020 02:01	5/3/2020 02:01	3,435	System.Threading.Thread-script.sql
FILE	---A----	4/17/2020 16:11	5/21/2020 20:01	5/22/2020 08:38	4,201	Microsoft.TeamFoundation.TestImpact.Client-script.txt
FILE	---A----	4/17/2020 16:21	5/10/2020 08:01	5/10/2020 08:01	3,726	UiPath-script.sql
FILE	---A----	4/17/2020 16:31	4/26/2020 06:46	4/26/2020 06:46	3,691	AzureRM.Billing-script.ps
FILE	---A----	4/17/2020 16:41	5/23/2020 02:01	5/23/2020 02:01	3,931	Microsoft.PowerShell.Operation.Validation-script.txt
FILE	---A----	4/17/2020 17:11	5/11/2020 08:01	5/11/2020 08:01	3,791	NuGet.Versioning-script.txt
FILE	---A----	4/17/2020 17:31	5/30/2020 02:01	5/30/2020 02:01	3,763	System.Collections-script.txt
FILE	---A----	4/17/2020 19:01	5/7/2020 02:01	5/7/2020 02:01	3,509	UiPath.Service.Core-script.sql
FILE	---A----	4/17/2020 19:11	5/6/2020 11:01	5/6/2020 11:01	4,042	System.IO.FileSystem.Watcher-script.sql
FILE	---A----	4/17/2020 19:51	4/26/2020 22:02	4/26/2020 22:02	3,442	license-script.txt
FILE	---A----	4/17/2020 22:11	5/5/2020 17:01	5/5/2020 17:01	4,350	Microsoft.TeamFoundation.VersionControl.Common.Integration-script.txt
FILE	---A----	4/17/2020 23:01	5/6/2020 02:01	5/6/2020 02:01	3,503	Microsoft.Extensions.Caching.Memory-script.txt
FILE	---A----	4/17/2020 23:21	4/20/2020 20:51	4/21/2020 23:38	3,720	AzureRM.Profile-script.txt
FILE	---A----	4/17/2020 23:31	4/18/2020 22:41	4/18/2020 22:41	3,877	UiPath.Licensing.Library-script.sql
FILE	---A----	4/17/2020 23:40	4/26/2020 11:46	4/26/2020 11:46	3,924	System.Net.Http-script.sql
FILE	---A----	4/18/2020 00:01	4/21/2020 10:12	4/21/2020 23:38	3,970	Microsoft.TeamFoundation.Client-script.txt
FILE	---A----	4/18/2020 00:21	4/24/2020 06:31	4/24/2020 06:31	3,797	AzureRM.UsageAggregates-script.txt
FILE	---A----	4/18/2020 00:31	4/18/2020 02:21	4/18/2020 02:21	3,919	Microsoft.TeamFoundation.WorkItemTracking.Proxy-script.txt
FILE	---A----	4/18/2020 01:01	4/28/2020 10:02	4/28/2020 10:02	3,934	UiPath.Studio.Plugin.Tfs-script.sql
FILE	---A----	4/18/2020 01:11	5/20/2020 02:01	5/22/2020 08:38	3,980	System.IO.FileSystem-script.sql
FILE	---A----	4/18/2020 01:41	4/23/2020 14:16	4/23/2020 14:16	4,007	ReflectionMagic-script.txt
FILE	---A----	4/18/2020 03:31	4/26/2020 13:46	4/26/2020 13:46	3,451	ActiproSoftware.SyntaxEditor.Wpf-script.txt
FILE	---A----	4/18/2020 03:41	4/27/2020 01:02	4/27/2020 01:02	4,021	ProjectTemplates-script.txt
FILE	---A----	4/18/2020 05:41	4/26/2020 04:32	4/26/2020 04:32	4,322	ru-script.txt
FILE	---A----	4/18/2020 06:01	4/25/2020 06:46	4/25/2020 06:46	3,600	System.Configuration.ConfigurationManager-script.sql
FILE	---A----	4/18/2020 06:31	4/27/2020 17:16	4/27/2020 17:16	3,765	System.Security.AccessControl-script.sql
FILE	---A----	4/18/2020 07:31	4/19/2020 03:11	4/19/2020 03:11	3,877	System.Management.Automation-script.sql
FILE	---A----	4/18/2020 07:51	4/27/2020 11:31	4/27/2020 11:31	3,766	Microsoft.TeamFoundation.Git.Client-script.txt
FILE	---A----	4/18/2020 08:21	4/27/2020 02:46	4/27/2020 02:46	4,119	Microsoft.TeamFoundation.Build.Client-script.txt
FILE	---A----	4/18/2020 08:41	4/28/2020 05:31	4/28/2020 05:31	3,626	System.Net.NameResolution-script.sql
FILE	---A----	4/18/2020 09:02	5/9/2020 20:01	5/9/2020 20:01	4,070	AzureRM.DataFactoryV2-script.ps
FILE	---A----	4/18/2020 11:21	4/28/2020 17:02	4/28/2020 17:02	3,934	UiPath.Service.UserHost-script.sql
FILE	---A----	4/18/2020 11:41	4/21/2020 05:32	4/21/2020 23:38	4,039	ActiproSoftware.Text.Addons.DotNet.Wpf-script.txt
FILE	---A----	4/18/2020 12:11	5/2/2020 17:01	5/2/2020 17:01	4,072	AzureRM.OperationalInsights-script.txt
FILE	---A----	4/18/2020 13:21	4/23/2020 09:01	4/23/2020 09:01	3,777	ActiproSoftware.BarCode.Wpf-script.txt
FILE	---A----	4/18/2020 13:32	5/18/2020 14:01	5/22/2020 08:38	4,336	ActiproSoftware.SyntaxEditor.Addons.Xml.Wpf-script.txt
FILE	---A----	4/18/2020 14:01	5/20/2020 20:01	5/22/2020 08:38	3,807	Microsoft.CodeAnalysis.CSharp-script.txt
FILE	---A----	4/18/2020 14:11	5/11/2020 11:01	5/11/2020 11:01	3,925	System.Net.Sockets-script.sql
FILE	---A----	4/18/2020 14:31	5/22/2020 23:01	5/22/2020 23:01	3,921	Microsoft.TeamFoundation.WorkItemTracking.Client.DataStoreLoader-script.txt
FILE	---A----	4/18/2020 17:21	4/24/2020 07:02	4/24/2020 07:02	4,153	AzureRM.Tags-script.txt
FILE	---A----	4/18/2020 19:21	5/22/2020 20:01	5/22/2020 20:01	3,747	Profiles-script.txt
FILE	---A----	4/18/2020 19:41	5/1/2020 17:01	5/1/2020 17:01	3,565	System.Linq.Expressions-script.sql
FILE	---A----	4/18/2020 19:51	5/14/2020 08:13	5/14/2020 08:13	3,731	LibGit2Sharp-script.txt
FILE	---A----	4/18/2020 20:21	5/25/2020 08:01	5/25/2020 08:01	3,906	System.Xml.XmlDocument-script.sql
FILE	---A----	4/18/2020 21:01	4/24/2020 23:16	4/24/2020 23:16	4,317	eventlog_provider-script.ps
FILE	---A----	4/18/2020 21:51	5/27/2020 05:02	5/27/2020 05:02	3,908	Microsoft.Threading.Tasks-script.txt
FILE	---A----	4/18/2020 22:11	4/20/2020 20:01	4/21/2020 23:38	3,737	System.Runtime.InteropServices-script.sql
FILE	---A----	4/19/2020 01:01	4/26/2020 23:01	4/26/2020 23:01	3,687	System.Security.Claims-script.sql
FILE	---A----	4/19/2020 01:31	4/20/2020 10:11	4/21/2020 23:38	3,877	System.Runtime.Serialization.Json-script.sql
FILE	---A----	4/19/2020 01:41	4/25/2020 03:02	4/25/2020 03:02	3,762	ActiproSoftware.Shared.Wpf-script.txt
FILE	---A----	4/19/2020 02:01	5/1/2020 05:01	5/1/2020 05:01	3,897	Azure.Storage-script.ps
FILE	---A----	4/19/2020 02:21	5/19/2020 05:01	5/22/2020 08:38	3,394	UiPath.Studio.SourceControl.Contracts-script.sql
FILE	---A----	4/19/2020 03:01	5/24/2020 02:01	5/24/2020 02:01	3,823	Microsoft.TeamFoundation.Core.WebApi-script.txt
FILE	---A----	4/19/2020 03:31	4/28/2020 16:16	4/28/2020 16:16	3,934	icudtl-script.ps
FILE	---A----	4/19/2020 03:41	4/28/2020 08:31	4/28/2020 08:31	3,934	System.Buffers-script.txt
FILE	---A----	4/19/2020 03:51	4/28/2020 11:31	4/28/2020 11:31	3,934	System.Net.WebSockets-script.sql
FILE	---A----	4/19/2020 04:01	5/25/2020 20:01	5/25/2020 20:01	3,938	Microsoft.Extensions.Caching.Abstractions-script.txt
FILE	---A----	4/19/2020 04:51	5/19/2020 20:01	5/22/2020 08:38	3,932	NuGet.LibraryModel-script.txt
FILE	---A----	4/19/2020 05:01	4/28/2020 16:02	4/28/2020 16:02	3,934	UiPath.Project-script.sql
FILE	---A----	4/19/2020 05:11	4/21/2020 03:02	4/21/2020 23:38	4,204	Microsoft.TeamFoundation.WorkItemTracking.Client-script.txt
FILE	---A----	4/19/2020 06:02	5/26/2020 11:01	5/26/2020 11:01	3,946	Microsoft.CodeAnalysis.CSharp.Scripting-script.txt
FILE	---A----	4/19/2020 07:11	4/25/2020 19:16	4/25/2020 19:16	3,790	AzureRM.ContainerInstance-script.ps
FILE	---A----	4/19/2020 08:51	5/10/2020 14:01	5/10/2020 14:01	3,697	System.Diagnostics.Contracts-script.sql
FILE	---A----	4/19/2020 09:01	5/26/2020 23:01	5/26/2020 23:01	3,864	NetDiff-script.txt
FILE	---A----	4/19/2020 09:41	4/29/2020 05:01	4/29/2020 05:01	3,526	chrome_child-script.ps
FILE	---A----	4/19/2020 09:51	4/24/2020 01:01	4/24/2020 01:01	3,944	AzureRM.HDInsight-script.ps
FILE	---A----	4/19/2020 10:31	4/19/2020 10:31	4/19/2020 10:31	3,877	UiPath.ActivityCompiler.CommandLine-script.sql
FILE	---A----	4/19/2020 10:41	4/22/2020 18:37	4/22/2020 18:37	4,221	System.Runtime.Extensions-script.sql
FILE	---A----	4/19/2020 10:51	5/3/2020 08:00	5/3/2020 08:00	3,430	System.AppContext-script.txt
FILE	---A----	4/19/2020 13:11	5/30/2020 05:01	5/30/2020 05:01	3,946	AzureRM.EventHub-script.ps
FILE	---A----	4/19/2020 13:31	5/12/2020 08:01	5/12/2020 08:01	3,395	ActiproSoftware.Text.Addons.Xml.Wpf-script.txt
FILE	---A----	4/19/2020 15:21	5/7/2020 05:01	5/7/2020 05:01	3,717	System.IO.Pipes-script.sql
FILE	---A----	4/19/2020 15:41	4/26/2020 08:31	4/26/2020 08:31	4,213	NSwag.Core.Yaml-script.txt
FILE	---A----	4/19/2020 16:21	4/26/2020 19:31	4/26/2020 19:31	4,132	System.Reflection.TypeExtensions-script.sql
FILE	---A----	4/19/2020 17:11	4/27/2020 21:46	4/27/2020 21:46	4,089	System.Runtime.CompilerServices.VisualC-script.sql
FILE	---A----	4/19/2020 17:21	4/19/2020 17:21	4/19/2020 17:21	3,877	System.Diagnostics.FileVersionInfo-script.sql
FILE	---A----	4/19/2020 17:41	4/23/2020 23:16	4/23/2020 23:16	3,791	System.IO.Compression.ZipFile-script.sql
FILE	---A----	4/19/2020 19:02	5/8/2020 23:01	5/8/2020 23:01	4,100	UiPath.Executor.exe-script.sql
FILE	---A----	4/19/2020 19:12	5/18/2020 08:01	5/18/2020 08:01	3,954	AzureRM.DevTestLabs-script.ps
FILE	---A----	4/19/2020 20:41	4/23/2020 03:31	4/23/2020 03:31	3,849	Microsoft.Extensions.Options-script.txt
FILE	---A----	4/19/2020 21:21	4/20/2020 14:51	4/21/2020 23:38	3,938	AzureRM.SiteRecovery-script.txt
FILE	---A----	4/19/2020 21:51	4/20/2020 02:31	4/21/2020 23:38	3,877	Microsoft.TeamFoundation.Lab.Client-script.txt
FILE	---A----	4/19/2020 22:11	5/25/2020 05:01	5/25/2020 05:01	4,217	Microsoft.WindowsAzure.Configuration-script.txt
FILE	---A----	4/19/2020 23:21	4/23/2020 05:16	4/23/2020 05:16	3,712	Microsoft.TeamFoundation.Lab.WorkflowIntegration.Client-script.txt
FILE	---A----	4/19/2020 23:31	4/20/2020 02:01	4/21/2020 23:38	3,877	PowerShellGet-script.txt
FILE	---A----	4/20/2020 00:11	4/30/2020 20:01	4/30/2020 20:01	3,953	System.Threading-script.sql
FILE	---A----	4/20/2020 00:31	4/20/2020 00:31	4/21/2020 23:38	3,877	AzureRM.Network-script.txt
FILE	---A----	4/20/2020 00:41	4/27/2020 21:02	4/27/2020 21:02	3,672	AzureRM.ApplicationInsights-script.ps
FILE	---A----	4/20/2020 01:51	5/26/2020 17:01	5/26/2020 17:01	4,136	NSwag.Core-script.txt
FILE	---A----	4/20/2020 02:21	5/21/2020 08:01	5/22/2020 08:38	3,980	LiteDB-script.txt
FILE	---A----	4/20/2020 03:21	4/23/2020 23:46	4/23/2020 23:46	3,825	d3dcompiler_47-script.ps
FILE	---A----	4/20/2020 04:11	4/23/2020 16:31	4/23/2020 16:31	3,876	Microsoft.AspNetCore.Cryptography.Internal-script.txt
FILE	---A----	4/20/2020 04:31	4/20/2020 04:31	4/20/2020 04:31	3,877	chrome_watcher-script.ps
FILE	---A----	4/20/2020 04:51	5/29/2020 23:01	5/29/2020 23:01	3,886	Microsoft.Extensions.DependencyInjection.Abstractions-script.txt
FILE	---A----	4/20/2020 06:02	4/27/2020 13:31	4/27/2020 13:31	4,115	System.IO.Abstractions-script.sql
FILE	---A----	4/20/2020 07:11	4/20/2020 07:11	4/21/2020 23:38	3,877	Microsoft.VisualStudio.Services.WebApi-script.txt
FILE	---A----	4/20/2020 07:41	5/23/2020 05:01	5/23/2020 05:01	4,296	NJsonSchema.CodeGeneration.CSharp-script.txt
FILE	---A----	4/20/2020 08:11	4/27/2020 10:32	4/27/2020 10:32	3,608	System.ComponentModel.Annotations-script.txt
FILE	---A----	4/20/2020 10:02	4/26/2020 23:16	4/26/2020 23:16	3,520	Ploeh.AutoFixture-script.txt
FILE	---A----	4/20/2020 10:21	4/20/2020 10:21	4/21/2020 23:38	3,877	ActiproSoftware.Text.LLParser.Wpf-script.txt
FILE	---A----	4/20/2020 17:21	4/24/2020 02:46	4/24/2020 02:46	3,670	Microsoft.IdentityModel.JsonWebTokens-script.txt
FILE	---A----	4/20/2020 19:11	5/9/2020 05:01	5/9/2020 05:01	4,119	Microsoft.TeamFoundation.Build.Common-script.txt
FILE	---A----	4/20/2020 19:31	5/30/2020 08:01	5/30/2020 08:01	3,567	System.Runtime.InteropServices.RuntimeInformation-script.sql
FILE	---A----	4/20/2020 22:32	4/25/2020 05:32	4/25/2020 05:32	3,800	Squirrel-script.txt
FILE	---A----	4/20/2020 23:11	5/23/2020 23:01	5/23/2020 23:01	3,672	System.Net.NetworkInformation-script.sql
FILE	---A----	4/20/2020 23:32	5/26/2020 08:01	5/26/2020 08:01	3,788	UiPath.Studio.CommandLine-script.sql
FILE	---A----	4/21/2020 01:11	5/1/2020 02:01	5/1/2020 02:01	3,722	ActiproSoftware.Shell.Wpf-script.txt
FILE	---A----	4/21/2020 03:11	4/21/2020 03:11	4/21/2020 23:38	3,697	SharpSvn.UI-script.txt
FILE	---A---X	4/21/2020 05:12	4/27/2020 20:46	4/27/2020 20:46	4,247	zh-CN-script.cmd
FILE	---A----	4/21/2020 07:52	5/5/2020 02:01	5/5/2020 02:01	3,823	AzureRM.Batch-script.ps
FILE	---A----	4/21/2020 09:12	5/18/2020 23:01	5/22/2020 08:38	3,824	AzureRM.ServerManagement-script.txt
FILE	---A----	4/21/2020 12:52	4/28/2020 23:01	4/28/2020 23:01	3,926	System.Security.Cryptography.Primitives-script.sql
FILE	---A----	4/21/2020 13:53	4/21/2020 13:53	4/21/2020 13:53	3,789	AzureRM.DataLakeStore-script.ps
FILE	---A----	4/21/2020 14:13	4/21/2020 18:43	4/21/2020 23:38	3,789	System.Runtime-script.sql
FILE	---A----	4/21/2020 15:33	4/28/2020 09:16	4/28/2020 09:16	3,934	System.Runtime.Handles-script.sql
FILE	---A----	4/21/2020 15:43	4/28/2020 13:01	4/28/2020 13:01	3,934	ActiproSoftware.DataGrid.Contrib.Wpf-script.txt
FILE	---A----	4/21/2020 20:15	5/28/2020 14:01	5/28/2020 14:01	3,926	Topshelf-script.sql
FILE	---A----	4/22/2020 00:31	4/22/2020 00:31	4/22/2020 16:44	4,464	System.Net.Http.Formatting-script.sql
